FlightID,Airline,DepartureAirport,ArrivalAirport,DepartureDate,Distance,FlightDuration,Class,NumberOfStops,DaysUntilDeparture,DayOfWeek,TicketPrice
3755,JetBlue,ATL,JFK,05-06-2024 10:00,3402,7.22,Economy,2,12,Wednesday,1294.38
3756,United,JFK,ORD,05-06-2024 11:00,3577,4.52,Economy,0,248,Wednesday,852.55
3757,American,ORD,DFW,05-06-2024 12:00,3439,4.41,First,2,79,Wednesday,739.56
3758,Delta,LAX,DFW,05-06-2024 13:00,1028,2.7,Business,0,161,Wednesday,445.08
3759,JetBlue,ATL,ORD,05-06-2024 14:00,524,6.1,First,0,181,Wednesday,1413.65
3760,American,JFK,DFW,05-06-2024 15:00,3382,5.01,Economy,0,357,Wednesday,823.66
3761,Southwest,JFK,ORD,05-06-2024 16:00,4223,3.67,First,1,50,Wednesday,228.22
3762,Southwest,DFW,ATL,05-06-2024 17:00,3849,5.01,Economy,1,3,Wednesday,1680.97
3763,American,ATL,ATL,05-06-2024 18:00,1899,2.53,First,1,212,Wednesday,1596.83
3764,Southwest,DFW,ATL,05-06-2024 19:00,3753,2.72,Business,2,52,Wednesday,1702.82
3765,JetBlue,ATL,LAX,05-06-2024 20:00,4384,3.55,Economy,2,316,Wednesday,1490.64
3766,Delta,ORD,ATL,05-06-2024 21:00,2492,5.67,Business,1,94,Wednesday,1194.29
3767,Delta,DFW,JFK,05-06-2024 22:00,4930,3.49,First,2,9,Wednesday,1287.66
3768,American,ATL,ATL,05-06-2024 23:00,3663,7.96,First,1,323,Wednesday,1504.18
3769,Southwest,JFK,DFW,06-06-2024 00:00,942,6.76,Business,2,74,Thursday,195.22
3770,United,LAX,JFK,06-06-2024 01:00,3077,5.63,Business,1,236,Thursday,1503.45
3771,Southwest,ORD,ATL,06-06-2024 02:00,2024,7.41,Business,2,242,Thursday,227.96
3772,Delta,ORD,LAX,06-06-2024 03:00,2069,10.6,Business,0,293,Thursday,1231.07
3773,Delta,ORD,ATL,06-06-2024 04:00,1889,6.77,Economy,2,80,Thursday,1240.5
3774,JetBlue,DFW,DFW,06-06-2024 05:00,3644,5.11,Economy,1,15,Thursday,862.04
3775,American,JFK,ATL,06-06-2024 06:00,2523,5.45,First,1,230,Thursday,1766.44
3776,Southwest,JFK,DFW,06-06-2024 07:00,4569,10.23,Economy,2,130,Thursday,440.17
3777,American,ATL,ORD,06-06-2024 08:00,2115,3.25,First,2,274,Thursday,964.97
3778,United,LAX,ORD,06-06-2024 09:00,1595,10.02,Business,1,344,Thursday,269.49
3779,American,ORD,DFW,06-06-2024 10:00,4849,6.66,First,2,80,Thursday,1497.97
3780,Delta,ATL,ATL,06-06-2024 11:00,1718,7.84,Economy,0,246,Thursday,1094.29
3781,Delta,ORD,DFW,06-06-2024 12:00,3672,1.8,Economy,0,187,Thursday,1410.7
3782,Delta,ORD,JFK,06-06-2024 13:00,2640,1.13,Business,1,175,Thursday,1605.43
3783,JetBlue,ATL,ATL,06-06-2024 14:00,1099,3.38,Business,1,219,Thursday,1711.14
3784,Delta,ORD,ORD,06-06-2024 15:00,418,8.7,First,2,41,Thursday,1443.06
3785,Southwest,ORD,DFW,06-06-2024 16:00,784,10.24,Economy,1,115,Thursday,519.9
3786,Delta,ATL,LAX,06-06-2024 17:00,3826,1.23,Business,2,270,Thursday,1256.81
3787,JetBlue,DFW,ORD,06-06-2024 18:00,3534,4.16,Economy,0,320,Thursday,704.64
3788,JetBlue,DFW,ATL,06-06-2024 19:00,4426,1.13,First,2,110,Thursday,858.38
3789,Delta,LAX,JFK,06-06-2024 20:00,413,5.92,Economy,1,272,Thursday,1846.69
3790,American,JFK,ATL,06-06-2024 21:00,1000,10.63,First,0,279,Thursday,1620.58
3791,JetBlue,ORD,ATL,06-06-2024 22:00,443,7.04,First,0,311,Thursday,1030.68
3792,Southwest,JFK,DFW,06-06-2024 23:00,4724,4.73,First,0,297,Thursday,653.19
3793,Southwest,ATL,ATL,07-06-2024 00:00,266,9.77,Economy,1,25,Friday,230.36
3794,Delta,JFK,LAX,07-06-2024 01:00,1567,11.22,Economy,1,163,Friday,938.01
3795,American,JFK,JFK,07-06-2024 02:00,1339,1.66,Business,2,246,Friday,1672.31
3796,American,DFW,JFK,07-06-2024 03:00,2345,9.32,Business,0,273,Friday,1095.66
3797,Southwest,LAX,LAX,07-06-2024 04:00,1279,10.06,Business,2,124,Friday,355.57
3798,Southwest,JFK,ATL,07-06-2024 05:00,4081,1.83,Business,1,69,Friday,1918.04
3799,Southwest,JFK,ATL,07-06-2024 06:00,1600,1.22,Economy,1,316,Friday,287.33
3800,Southwest,ORD,LAX,07-06-2024 07:00,1866,10.72,Economy,1,152,Friday,1266.53
3801,American,ORD,DFW,07-06-2024 08:00,554,10.17,First,2,320,Friday,1134.05
3802,JetBlue,ORD,JFK,07-06-2024 09:00,1649,8.44,Economy,0,105,Friday,333.37
3803,American,LAX,ORD,07-06-2024 10:00,2726,3.33,Business,0,317,Friday,292.24
3804,Southwest,LAX,LAX,07-06-2024 11:00,4630,1.03,First,2,272,Friday,184.02
3805,American,LAX,ORD,07-06-2024 12:00,874,10.23,Economy,0,58,Friday,1506.22
3806,Southwest,ATL,DFW,07-06-2024 13:00,4007,11.06,Business,2,156,Friday,657.68
3807,United,JFK,JFK,07-06-2024 14:00,1190,9.44,Business,2,63,Friday,1587.27
3808,United,LAX,LAX,07-06-2024 15:00,4822,5.66,First,2,110,Friday,1899.82
3809,American,ORD,ATL,07-06-2024 16:00,584,5.13,Business,2,28,Friday,1776.27
3810,JetBlue,LAX,JFK,07-06-2024 17:00,2919,3.33,First,0,220,Friday,314.74
3811,United,LAX,JFK,07-06-2024 18:00,510,7.99,Economy,2,331,Friday,1972.62
3812,American,ORD,ORD,07-06-2024 19:00,1898,4.72,Economy,2,67,Friday,74.65
3813,United,ORD,ORD,07-06-2024 20:00,1803,10.77,Business,1,176,Friday,1040.76
3814,Delta,ORD,LAX,07-06-2024 21:00,4576,1.23,Economy,2,84,Friday,1903.99
3815,American,JFK,ATL,07-06-2024 22:00,1130,8.59,First,2,17,Friday,413.32
3816,United,ORD,ATL,07-06-2024 23:00,3197,8.36,First,2,198,Friday,542.95
3817,American,DFW,ATL,08-06-2024 00:00,3855,6.78,First,2,27,Saturday,1011.89
3818,United,LAX,ORD,08-06-2024 01:00,2260,2.9,Economy,0,323,Saturday,1170.15
3819,JetBlue,LAX,ATL,08-06-2024 02:00,2768,1.15,Business,1,136,Saturday,942.87
3820,JetBlue,LAX,DFW,08-06-2024 03:00,1406,3.66,Economy,0,93,Saturday,1618.82
3821,American,JFK,JFK,08-06-2024 04:00,3725,2.71,First,0,95,Saturday,583.82
3822,United,ORD,ATL,08-06-2024 05:00,1644,10.09,First,1,219,Saturday,622.72
3823,Delta,JFK,ORD,08-06-2024 06:00,1352,8.46,First,2,271,Saturday,1819.7
3824,Southwest,LAX,JFK,08-06-2024 07:00,976,1.58,First,2,30,Saturday,1376.88
3825,JetBlue,ORD,JFK,08-06-2024 08:00,1689,11.09,Economy,0,181,Saturday,1556.89
3826,JetBlue,JFK,DFW,08-06-2024 09:00,2245,6.63,First,1,361,Saturday,1645.36
3827,Delta,ATL,LAX,08-06-2024 10:00,348,9.09,First,1,208,Saturday,1803.19
3828,United,LAX,ORD,08-06-2024 11:00,4078,10.86,First,2,39,Saturday,1315.21
3829,JetBlue,JFK,DFW,08-06-2024 12:00,4012,3.65,Business,2,22,Saturday,303.85
3830,United,LAX,DFW,08-06-2024 13:00,1239,9.95,First,2,298,Saturday,301.87
3831,JetBlue,JFK,LAX,08-06-2024 14:00,2260,7.03,Business,2,150,Saturday,340.14
3832,Delta,ORD,ORD,08-06-2024 15:00,2826,3.97,Economy,0,247,Saturday,843.39
3833,Southwest,ATL,LAX,08-06-2024 16:00,4558,4.9,First,1,328,Saturday,811.52
3834,Delta,ATL,ATL,08-06-2024 17:00,230,2.21,First,0,147,Saturday,450.28
3835,Southwest,ORD,JFK,08-06-2024 18:00,4582,4.87,First,2,313,Saturday,953.29
3836,Southwest,DFW,ORD,08-06-2024 19:00,3402,4.63,Business,0,297,Saturday,356.6
3837,United,LAX,ORD,08-06-2024 20:00,425,8.17,Economy,1,341,Saturday,489.79
3838,United,ATL,ATL,08-06-2024 21:00,2785,10,Business,1,241,Saturday,460.92
3839,Delta,DFW,ATL,08-06-2024 22:00,219,11.48,First,0,343,Saturday,1921.27
3840,American,JFK,JFK,08-06-2024 23:00,1717,2.6,First,2,72,Saturday,1945.07
3841,Southwest,ORD,DFW,09-06-2024 00:00,1209,2.33,First,0,192,Sunday,1028.93
3842,American,ATL,JFK,09-06-2024 01:00,4463,7.2,First,2,237,Sunday,1823.57
3843,JetBlue,ORD,ATL,09-06-2024 02:00,3736,6.41,Economy,2,34,Sunday,219.16
3844,Delta,DFW,ATL,09-06-2024 03:00,1093,1.98,Business,1,235,Sunday,230.2
3845,Southwest,ATL,ORD,09-06-2024 04:00,1866,7.41,Business,2,95,Sunday,579.98
3846,American,DFW,ORD,09-06-2024 05:00,4782,1.37,Economy,0,333,Sunday,1574.94
3847,Southwest,DFW,JFK,09-06-2024 06:00,3982,3.77,Economy,0,158,Sunday,1745.29
3848,United,ORD,DFW,09-06-2024 07:00,4878,11.92,Business,0,92,Sunday,205.42
3849,Delta,ATL,JFK,09-06-2024 08:00,1400,10.73,Business,2,243,Sunday,622.39
3850,Southwest,LAX,ATL,09-06-2024 09:00,3131,1.78,First,0,188,Sunday,1157.16
3851,Southwest,ORD,LAX,09-06-2024 10:00,3099,10.66,Economy,1,66,Sunday,1410.27
3852,Southwest,ATL,ORD,09-06-2024 11:00,2406,7.27,Business,0,233,Sunday,1265.03
3853,Delta,ORD,ATL,09-06-2024 12:00,1811,2.73,Business,0,27,Sunday,405.11
3854,United,ATL,LAX,09-06-2024 13:00,574,10.81,First,1,307,Sunday,819.24
3855,Delta,ORD,ATL,09-06-2024 14:00,2056,2.27,First,0,122,Sunday,940.54
3856,Southwest,DFW,LAX,09-06-2024 15:00,1705,11.63,First,0,123,Sunday,556.21
3857,JetBlue,LAX,ATL,09-06-2024 16:00,1877,10.87,Business,0,324,Sunday,328.1
3858,JetBlue,LAX,LAX,09-06-2024 17:00,2127,6.61,Business,0,347,Sunday,1677.32
3859,Delta,JFK,JFK,09-06-2024 18:00,3928,5.65,Economy,0,181,Sunday,1568.92
3860,Delta,JFK,JFK,09-06-2024 19:00,826,8.59,First,2,70,Sunday,1988.1
3861,Southwest,DFW,DFW,09-06-2024 20:00,4195,4.4,Business,2,14,Sunday,1526.58
3862,United,LAX,DFW,09-06-2024 21:00,4069,6.14,First,0,21,Sunday,1233.26
3863,Southwest,ORD,ATL,09-06-2024 22:00,474,10,Economy,0,307,Sunday,1430.69
3864,Delta,DFW,ORD,09-06-2024 23:00,3880,2.16,First,2,202,Sunday,1024.77
3865,JetBlue,ORD,ATL,10-06-2024 00:00,4131,9.86,Economy,1,252,Monday,863.84
3866,Delta,ATL,ATL,10-06-2024 01:00,2467,10.05,Economy,0,3,Monday,1482.67
3867,Southwest,JFK,ORD,10-06-2024 02:00,3306,9.81,Economy,0,324,Monday,244.62
3868,JetBlue,LAX,ATL,10-06-2024 03:00,1001,11.16,Business,2,58,Monday,488.98
3869,Southwest,ATL,ORD,10-06-2024 04:00,2354,7.53,First,0,107,Monday,1047.93
3870,Southwest,DFW,ATL,10-06-2024 05:00,4600,3.54,First,1,81,Monday,1071.51
3871,United,DFW,ATL,10-06-2024 06:00,2614,11.43,Economy,0,126,Monday,1489.56
3872,American,ORD,LAX,10-06-2024 07:00,2059,4.5,Economy,0,6,Monday,395.3
3873,Delta,LAX,ATL,10-06-2024 08:00,4087,11.99,Economy,0,119,Monday,1557.83
3874,JetBlue,JFK,ATL,10-06-2024 09:00,764,3.48,Business,1,194,Monday,1493.39
3875,United,JFK,ORD,10-06-2024 10:00,527,1.39,First,1,183,Monday,1511.2
3876,United,DFW,LAX,10-06-2024 11:00,2685,8.9,Economy,1,13,Monday,268.03
3877,American,ATL,LAX,10-06-2024 12:00,2481,11.97,Business,2,351,Monday,83.31
3878,Southwest,JFK,DFW,10-06-2024 13:00,1690,6.74,First,1,248,Monday,1701.03
3879,American,ATL,ORD,10-06-2024 14:00,1047,6.82,First,2,70,Monday,1112.87
3880,American,ATL,ORD,10-06-2024 15:00,2887,9.25,First,0,103,Monday,1510.62
3881,American,DFW,LAX,10-06-2024 16:00,820,9.84,First,0,166,Monday,1561.38
3882,Delta,LAX,JFK,10-06-2024 17:00,4586,3.2,First,0,230,Monday,1908.24
3883,Delta,LAX,LAX,10-06-2024 18:00,1887,3.79,First,0,106,Monday,663.05
3884,American,JFK,JFK,10-06-2024 19:00,2455,3.92,Business,0,12,Monday,1349.21
3885,American,LAX,JFK,10-06-2024 20:00,3154,10.18,First,1,239,Monday,1378.34
3886,Southwest,ORD,ORD,10-06-2024 21:00,1765,10.54,Business,1,234,Monday,674.48
3887,United,ATL,ORD,10-06-2024 22:00,3893,7.45,Economy,1,108,Monday,1271.85
3888,United,JFK,ATL,10-06-2024 23:00,1722,10.65,First,0,158,Monday,1441.56
3889,Southwest,ATL,ATL,11-06-2024 00:00,522,3.12,First,0,364,Tuesday,725.74
3890,American,JFK,JFK,11-06-2024 01:00,505,2.13,First,0,237,Tuesday,507.11
3891,American,JFK,ATL,11-06-2024 02:00,4399,4.81,Business,1,9,Tuesday,1643.06
3892,Southwest,JFK,LAX,11-06-2024 03:00,1811,11.87,First,1,215,Tuesday,998.55
3893,JetBlue,LAX,DFW,11-06-2024 04:00,3853,4.75,First,1,111,Tuesday,1114.06
3894,United,ORD,DFW,11-06-2024 05:00,2978,4.91,Economy,1,150,Tuesday,1670.95
3895,Southwest,LAX,ATL,11-06-2024 06:00,2080,6.55,First,2,91,Tuesday,1276.8
3896,JetBlue,LAX,JFK,11-06-2024 07:00,3441,3.23,First,1,359,Tuesday,1507.19
3897,Southwest,ORD,DFW,11-06-2024 08:00,1368,3.5,Economy,2,169,Tuesday,1859.28
3898,Delta,JFK,ORD,11-06-2024 09:00,1535,5.25,Business,2,144,Tuesday,1270.19
3899,American,DFW,ATL,11-06-2024 10:00,4929,9.38,Business,0,322,Tuesday,789.04
3900,Delta,ATL,ATL,11-06-2024 11:00,471,11.51,Economy,2,113,Tuesday,664.32
3901,American,JFK,ATL,11-06-2024 12:00,4568,2.43,First,0,314,Tuesday,653.53
3902,Southwest,ATL,JFK,11-06-2024 13:00,1374,8.79,First,1,6,Tuesday,1589.84
3903,Southwest,ATL,LAX,11-06-2024 14:00,1342,4.5,Business,1,80,Tuesday,644.29
3904,United,ORD,JFK,11-06-2024 15:00,4029,10.21,First,2,361,Tuesday,1062.39
3905,Delta,ORD,ATL,11-06-2024 16:00,3971,3.38,First,1,78,Tuesday,1407.72
3906,Delta,JFK,JFK,11-06-2024 17:00,2550,3.62,Business,1,179,Tuesday,481.44
3907,Delta,DFW,LAX,11-06-2024 18:00,4847,9.59,Economy,1,167,Tuesday,1795.17
3908,JetBlue,JFK,JFK,11-06-2024 19:00,2907,5.71,Business,2,105,Tuesday,1818.71
3909,American,DFW,ATL,11-06-2024 20:00,2166,6.04,Economy,2,74,Tuesday,981.1
3910,Delta,DFW,JFK,11-06-2024 21:00,4362,11.62,First,1,231,Tuesday,1909.03
3911,Southwest,ORD,ATL,11-06-2024 22:00,2865,9.94,Business,1,96,Tuesday,1303.5
3912,JetBlue,LAX,ATL,11-06-2024 23:00,1771,1.53,Economy,2,86,Tuesday,1267.57
3913,JetBlue,DFW,ORD,12-06-2024 00:00,1993,1.96,First,1,138,Wednesday,53.9
3914,Southwest,ORD,ORD,12-06-2024 01:00,4524,3.42,First,0,271,Wednesday,1279.78
3915,Delta,JFK,JFK,12-06-2024 02:00,3608,7.41,Economy,0,109,Wednesday,1337.1
3916,JetBlue,ORD,JFK,12-06-2024 03:00,4445,7.77,Economy,2,93,Wednesday,811.24
3917,JetBlue,ATL,ORD,12-06-2024 04:00,1509,1.55,Business,1,84,Wednesday,1383.6
3918,American,ORD,ATL,12-06-2024 05:00,2202,1.6,Economy,1,302,Wednesday,780.11
3919,Delta,JFK,ATL,12-06-2024 06:00,427,6.17,Economy,1,74,Wednesday,1118.68
3920,JetBlue,DFW,ATL,12-06-2024 07:00,3075,1.29,Business,2,252,Wednesday,856.77
3921,JetBlue,ORD,DFW,12-06-2024 08:00,2969,8.32,First,0,356,Wednesday,690.12
3922,United,DFW,DFW,12-06-2024 09:00,3315,4.43,Business,2,246,Wednesday,1153.81
3923,American,JFK,DFW,12-06-2024 10:00,1744,8.3,Economy,1,43,Wednesday,864.71
3924,Southwest,LAX,ORD,12-06-2024 11:00,3158,6.3,Economy,2,208,Wednesday,220.45
3925,Southwest,ORD,ATL,12-06-2024 12:00,4741,3.07,First,1,268,Wednesday,1511.57
3926,American,ORD,ORD,12-06-2024 13:00,2439,4.88,Business,1,278,Wednesday,1401.16
3927,American,LAX,DFW,12-06-2024 14:00,4346,6.9,Business,2,237,Wednesday,193.43
3928,JetBlue,JFK,ATL,12-06-2024 15:00,947,10.21,Economy,2,311,Wednesday,1875.26
3929,JetBlue,ORD,ATL,12-06-2024 16:00,687,4.17,Economy,2,196,Wednesday,248.66
3930,Southwest,ORD,JFK,12-06-2024 17:00,3398,8.16,Economy,1,290,Wednesday,1569.12
3931,American,ORD,DFW,12-06-2024 18:00,2097,9.17,First,1,293,Wednesday,1403.79
3932,Southwest,JFK,ATL,12-06-2024 19:00,3824,10.04,First,1,167,Wednesday,207.48
3933,American,ORD,DFW,12-06-2024 20:00,2190,4.57,Business,1,55,Wednesday,826.89
3934,United,DFW,ORD,12-06-2024 21:00,339,9.93,Business,0,117,Wednesday,959.36
3935,Southwest,ATL,LAX,12-06-2024 22:00,1507,4.23,Business,1,110,Wednesday,1670.97
3936,Southwest,ATL,LAX,12-06-2024 23:00,2624,11.6,First,1,60,Wednesday,314.7
3937,JetBlue,ORD,LAX,13-06-2024 00:00,2964,8.75,Business,2,124,Thursday,634.28
3938,Southwest,LAX,ATL,13-06-2024 01:00,4514,8.11,First,2,287,Thursday,871.69
3939,Southwest,DFW,LAX,13-06-2024 02:00,3266,6.35,First,0,13,Thursday,758.66
3940,Southwest,ORD,LAX,13-06-2024 03:00,4462,1.67,First,1,68,Thursday,582.83
3941,Delta,DFW,JFK,13-06-2024 04:00,2615,1.38,First,0,119,Thursday,1518.36
3942,American,ORD,JFK,13-06-2024 05:00,1454,7.7,Business,1,287,Thursday,590.13
3943,United,ATL,DFW,13-06-2024 06:00,4174,5.07,Economy,1,123,Thursday,1004.61
3944,JetBlue,LAX,DFW,13-06-2024 07:00,2912,2.53,Economy,0,348,Thursday,1009.85
3945,United,JFK,ORD,13-06-2024 08:00,4376,2.83,Business,1,141,Thursday,182.54
3946,United,JFK,DFW,13-06-2024 09:00,2753,10.61,Economy,2,165,Thursday,918.64
3947,American,JFK,LAX,13-06-2024 10:00,4222,3.19,First,1,81,Thursday,854.76
3948,Delta,ORD,ATL,13-06-2024 11:00,4131,9.86,Business,2,44,Thursday,246.53
3949,Southwest,JFK,JFK,13-06-2024 12:00,3487,8.08,First,1,67,Thursday,373.03
3950,Delta,JFK,DFW,13-06-2024 13:00,4015,9.3,Economy,1,219,Thursday,516.34
3951,Delta,JFK,ATL,13-06-2024 14:00,3525,4.81,Economy,2,327,Thursday,840.21
3952,JetBlue,LAX,ATL,13-06-2024 15:00,565,6.26,First,2,89,Thursday,492.01
3953,Delta,JFK,ATL,13-06-2024 16:00,2591,9.68,Economy,0,162,Thursday,845.56
3954,United,JFK,DFW,13-06-2024 17:00,2296,6.98,First,2,21,Thursday,1875.84
3955,JetBlue,ORD,ATL,13-06-2024 18:00,1405,3.72,Economy,1,210,Thursday,253.03
3956,American,DFW,LAX,13-06-2024 19:00,3607,2.66,First,2,58,Thursday,1315.82
3957,Southwest,ORD,ORD,13-06-2024 20:00,1867,11.23,Business,0,4,Thursday,1339.48
3958,United,ORD,ATL,13-06-2024 21:00,2462,7.39,Economy,1,223,Thursday,208.32
3959,Delta,ATL,JFK,13-06-2024 22:00,3556,6.57,First,1,112,Thursday,515.13
3960,Southwest,DFW,DFW,13-06-2024 23:00,2444,3.4,First,2,114,Thursday,1917.74
3961,Southwest,ORD,JFK,14-06-2024 00:00,4564,5.06,First,2,142,Friday,1293.77
3962,American,ORD,LAX,14-06-2024 01:00,541,9.57,First,1,15,Friday,534.2
3963,American,JFK,JFK,14-06-2024 02:00,1042,2.45,First,2,362,Friday,125.56
3964,United,JFK,ATL,14-06-2024 03:00,1059,7.51,Business,2,215,Friday,699
3965,Delta,ATL,JFK,14-06-2024 04:00,295,2.91,Business,2,56,Friday,277.06
3966,Southwest,ATL,LAX,14-06-2024 05:00,2348,5.36,Business,2,333,Friday,1311.6
3967,Southwest,LAX,JFK,14-06-2024 06:00,774,2.78,Business,2,236,Friday,1988.01
3968,American,ORD,DFW,14-06-2024 07:00,4569,2.57,First,0,248,Friday,845.8
3969,Southwest,ATL,ATL,14-06-2024 08:00,1642,3.83,Economy,0,116,Friday,270.06
3970,United,LAX,JFK,14-06-2024 09:00,4849,2.27,First,1,133,Friday,380.68
3971,JetBlue,ATL,LAX,14-06-2024 10:00,1858,3.29,Business,1,264,Friday,134.05
3972,United,ATL,ORD,14-06-2024 11:00,1611,5.8,Business,0,64,Friday,1729.46
3973,Southwest,ORD,ATL,14-06-2024 12:00,2673,9.12,First,0,170,Friday,1791.42
3974,JetBlue,DFW,DFW,14-06-2024 13:00,1320,4.66,Business,2,225,Friday,1835.66
3975,JetBlue,ATL,DFW,14-06-2024 14:00,1170,1.7,Economy,2,41,Friday,1900.76
3976,Southwest,DFW,ORD,14-06-2024 15:00,4298,4.75,Business,2,274,Friday,1607.64
3977,United,DFW,ORD,14-06-2024 16:00,1441,9.3,First,2,151,Friday,1242.33
3978,American,ORD,ORD,14-06-2024 17:00,1058,5.24,Economy,1,94,Friday,1587.48
3979,JetBlue,ATL,JFK,14-06-2024 18:00,3828,10.72,Business,0,311,Friday,1118.74
3980,Southwest,ATL,DFW,14-06-2024 19:00,4407,5.5,Economy,0,3,Friday,1779.01
3981,JetBlue,DFW,DFW,14-06-2024 20:00,332,5.44,Business,1,241,Friday,149.3
3982,American,JFK,DFW,14-06-2024 21:00,362,9.37,Economy,1,94,Friday,273.72
3983,JetBlue,ATL,JFK,14-06-2024 22:00,339,2.87,Business,0,40,Friday,928.96
3984,Southwest,JFK,DFW,14-06-2024 23:00,3965,9.69,Business,2,134,Friday,1300.43
3985,Delta,ATL,ORD,15-06-2024 00:00,918,2.43,First,1,239,Saturday,649.96
3986,United,DFW,DFW,15-06-2024 01:00,4528,6.61,Economy,1,27,Saturday,1281.52
3987,JetBlue,ATL,ATL,15-06-2024 02:00,1022,3.86,First,0,354,Saturday,871.97
3988,Delta,ATL,DFW,15-06-2024 03:00,656,1.36,Economy,1,186,Saturday,1634.33
3989,American,JFK,LAX,15-06-2024 04:00,1875,1.47,First,2,116,Saturday,1069.8
3990,JetBlue,LAX,ATL,15-06-2024 05:00,765,3.39,Business,2,28,Saturday,323.01
3991,United,JFK,LAX,15-06-2024 06:00,4645,4.47,Economy,0,140,Saturday,768.51
3992,Delta,ATL,LAX,15-06-2024 07:00,2243,1.57,Economy,0,81,Saturday,1309.96
3993,American,JFK,ORD,15-06-2024 08:00,3069,8.35,First,1,107,Saturday,1193.85
3994,United,DFW,ATL,15-06-2024 09:00,2191,10.7,First,2,32,Saturday,1903.84
3995,JetBlue,ATL,ORD,15-06-2024 10:00,3589,6.62,Business,2,87,Saturday,803.38
3996,JetBlue,ORD,DFW,15-06-2024 11:00,2900,7.38,Economy,2,24,Saturday,1564.72
3997,American,JFK,ORD,15-06-2024 12:00,3812,9.83,Economy,0,225,Saturday,1395.6
3998,Delta,LAX,DFW,15-06-2024 13:00,2613,4.67,First,0,128,Saturday,166.11
3999,American,ATL,ATL,15-06-2024 14:00,1552,11.84,First,0,249,Saturday,722.45
4000,Southwest,JFK,JFK,15-06-2024 15:00,3103,10.96,Economy,1,227,Saturday,1925.21
4001,Delta,ORD,ATL,15-06-2024 16:00,4933,9.97,First,0,349,Saturday,257.65
4002,JetBlue,ATL,JFK,15-06-2024 17:00,1984,9.46,First,1,251,Saturday,1288.56
4003,American,DFW,JFK,15-06-2024 18:00,2923,3.8,Economy,1,362,Saturday,767.79
4004,JetBlue,ORD,DFW,15-06-2024 19:00,4626,10.11,First,2,56,Saturday,896.3
4005,United,JFK,JFK,15-06-2024 20:00,2659,5.37,First,1,149,Saturday,1775.97
4006,Delta,DFW,DFW,15-06-2024 21:00,1373,7.43,Economy,0,320,Saturday,225.33
4007,Southwest,JFK,LAX,15-06-2024 22:00,1003,9.88,Business,2,343,Saturday,1070.09
4008,Delta,JFK,ATL,15-06-2024 23:00,3872,2.54,First,1,335,Saturday,1818.28
4009,Southwest,JFK,DFW,16-06-2024 00:00,4216,8.92,First,1,175,Sunday,1849.05
4010,Delta,JFK,ORD,16-06-2024 01:00,1576,7.27,Economy,0,219,Sunday,178.05
4011,Southwest,DFW,ATL,16-06-2024 02:00,3071,7.85,Business,0,278,Sunday,662.55
4012,United,JFK,ORD,16-06-2024 03:00,4762,2.44,Business,0,339,Sunday,858.56
4013,American,LAX,LAX,16-06-2024 04:00,4618,6.57,Business,2,228,Sunday,1926.24
4014,United,LAX,JFK,16-06-2024 05:00,1034,3.2,Business,2,137,Sunday,1502.13
4015,United,JFK,ATL,16-06-2024 06:00,4730,6.77,Economy,0,122,Sunday,1501.48
4016,United,ORD,DFW,16-06-2024 07:00,2486,5.33,Economy,1,107,Sunday,730.91
4017,JetBlue,JFK,ORD,16-06-2024 08:00,2177,3.18,Business,2,327,Sunday,649.65
4018,JetBlue,ATL,JFK,16-06-2024 09:00,1591,5.65,Economy,2,22,Sunday,1416.45
4019,American,JFK,LAX,16-06-2024 10:00,3984,6.92,First,2,158,Sunday,1759.89
4020,JetBlue,ORD,DFW,16-06-2024 11:00,1844,3.99,Economy,2,341,Sunday,260.41
4021,JetBlue,DFW,JFK,16-06-2024 12:00,2363,11.33,Economy,1,216,Sunday,1471.6
4022,Delta,DFW,ORD,16-06-2024 13:00,3081,7.45,Business,0,357,Sunday,1274.94
4023,Southwest,LAX,ATL,16-06-2024 14:00,3455,2.35,First,1,59,Sunday,821.57
4024,Southwest,LAX,JFK,16-06-2024 15:00,3758,7.73,Business,0,134,Sunday,1037.14
4025,Southwest,JFK,ORD,16-06-2024 16:00,4356,8.19,First,2,116,Sunday,540.58
4026,United,LAX,DFW,16-06-2024 17:00,3190,8.5,Business,2,55,Sunday,801.42
4027,Southwest,LAX,ORD,16-06-2024 18:00,1418,7.78,First,2,46,Sunday,1321.18
4028,Delta,ORD,DFW,16-06-2024 19:00,742,6.18,Business,1,106,Sunday,1097.92
4029,JetBlue,JFK,LAX,16-06-2024 20:00,1617,7.25,Economy,2,239,Sunday,1264.31
4030,JetBlue,ATL,DFW,16-06-2024 21:00,4272,4.6,First,1,209,Sunday,1592.76
4031,Delta,ORD,DFW,16-06-2024 22:00,3493,9.57,Economy,2,207,Sunday,841.91
4032,JetBlue,LAX,JFK,16-06-2024 23:00,4668,4.86,Economy,2,128,Sunday,202.88
4033,Southwest,LAX,ATL,17-06-2024 00:00,1804,11.72,Economy,1,317,Monday,1310.33
4034,JetBlue,ATL,DFW,17-06-2024 01:00,2630,6.42,Economy,0,305,Monday,113.12
4035,Delta,DFW,ATL,17-06-2024 02:00,4201,10.45,Economy,1,266,Monday,589.16
4036,United,ORD,LAX,17-06-2024 03:00,4914,2.6,Economy,0,257,Monday,1661.84
